"SongID","F0525","F1152","ORIGINAL-TEXTURE-Musical Layers (Mean)","F1166","F0133","F0136","F0507","ORIGINAL-TEXTURE-Musical Layers (Std)","F0404","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean)","F0945","F1151","F1497","F0529","ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec)","F0151","F1194","F0121","F0927","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+)","F0438","F1489","F0247","F0021","F0246","F1089","F0469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis)","F0772","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio","F0909","F1071","F0466","F1077","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min)","F0010","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis)","F0437","F0013","F0526","VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std)","F0778","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std)","F0109","F1550","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis)","ORIGINAL-TEXTURE-Musical Layers (Max)","F1065","ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage)","F0946","F1475","F0113","F0753","F1053","F0407","F1059","F0110","ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec)","F0770","F1441","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up)","F0958","F0911","F0406","F0917","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness)","ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean)","F0155","F0891","ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec)","F1537","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std)","F0116","F1483","F1096","F0776","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min)","F1419","F1090","F1486","F1469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+)","F1455","ORIGINAL-VAT-Probability of Creaky Voice (Skewness)","F0897","F0251","F1574","F0011","F0905","F0899","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std)","F0328","F1101","F0782","F0923","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std)","Quadrant"
"MT0009010830",3.1993,29.832,1.6537,1286900,0.47395,2.9893,0.22156,0.79953,0.12131,5268.1,0.42327,31.003,0.50806,6.6383,0.59861,0.046899,2.8148,629.56,0.41612,16.284,0.4418,0.63951,0.12528,0.058504,2.642,0.39566,5.4827,0.24442,6243.6,2.2482,0.052766,2.8288,0.2549,0.44876,4.5577,0.065329,4.6912,4569.9,135.88,5.0529,4.7421,1300.7,1.099,1.7966,0.94782,0.04189,367.36,0.10481,0.20992,2.3795,4,4.0037,0.39865,0.1705,0.12792,0.2411,0.20229,3.4995,0.93062,3.7245,0.11842,1.4965,0.3477,-0.77044,0.875,0.17224,-0.060173,3.0697,0.012096,1.5371,0.44751,0.68446,0.47774,2.3944,0.0070039,197.89,1.0565,1.745,2.6005,0.47339,4647.5,0.18859,2.3918,1.0523,-1.2515,0.6733,-0.66192,-0.7031,0.44011,0.2384,-0.92571,3.0194,0.022944,0.14343,0.10077,0.70598,6.0612,0.68234,0.044814,1424.9,"Q1"
"MT0009016829",4.0179,34.099,1.96,1283000,0.59308,3.0238,0.19998,0.96978,0.1463,5416.8,0.49235,34.834,0.40494,7.3831,0.56535,0.047246,4.2842,767.82,0.49653,14.94,0.34892,0.83425,0.13532,0.04664,3.5115,0.44125,4.7176,0.34298,6380.9,1.583,0.053926,1.1467,0.17143,0.54054,4.0478,0.095254,3.8857,3948,110.37,1.9128,7.566,1246.5,1.2854,1.2976,0.62039,0.054723,871.78,0.12182,0.18199,2.3208,4,3.8435,0.25039,0.1519,0.12925,0.20336,0.18429,3.0192,1.0172,3.1916,0.53755,1.6628,0.32774,-1.501,0.5,0.1525,-0.20847,2.6545,-0.16516,-0.014362,0.38224,0.7352,0.54805,1.7626,0.011047,194.82,0.87028,1.9654,1.951,0.45689,4420.6,0.22437,2.0496,1.1242,-0.95075,0.24735,-0.18053,0.93074,0.50709,0.23788,-1.4055,3.243,-0.064764,-0.018894,0.062602,0.73675,5.058,0.68747,-0.065358,2021,"Q2"
"MT0009041370",1.63,37.337,0.63325,3137500,0.27218,1.6831,0.33187,0.75208,0.16405,6341.3,0.56284,36.13,-0.091623,4.2651,0.66679,0.031034,2.3556,486.22,0.54504,0,0.58005,0.45092,0.061732,0.019214,4.728,0.47072,3.8021,0.11948,7094.7,0,0.0269,0,0,0.57899,3.5576,0.036044,3.376,0,97.207,0,4.4036,1155,0.80094,0.90024,0,0.033183,0,0.073448,0.14758,0,3,3.1923,0.35224,0.11217,0.15203,0.39418,0.18711,2.8303,0.67462,2.9134,-0.28659,0.23338,0.43914,-1.8028,0,0.12287,-0.26658,2.1477,-0.3742,0,0.6192,0.7839,0.63422,0.63345,0.020149,0,1.3116,2.0575,1.3602,0.61306,5526,0.15383,1.1176,0.89825,-1.8215,0,-1.0291,-2.074,0.60392,0.39677,-1.6421,4.2577,-0.19319,-0.42689,0,0.4317,4.2155,0.73778,-0.2309,0,"Q2"
"MT0009075362",5.4135,19.184,2.2169,319180,0.73228,4.2712,0.17182,1.2366,0.2106,5162.1,0.28787,8.0028,1.9219,9.0532,0.53571,0.062367,4.7008,551.3,0.30702,17.351,0.24322,1.1637,0.31405,0.05983,1.8523,0.38871,6.6521,0.37262,6007.3,1.9818,0.069478,3.5346,0.25926,0.32163,5.2772,0.11239,5.2341,4116.2,141.19,6.7181,5.3102,1299.4,1.586,1.5068,0.70286,0.069797,535.66,0.13061,0.2952,1.861,7,4.9938,0.26259,0.19925,0.074493,0.0845,0.16709,4.1214,1.195,4.2439,0.63889,1.2723,0.2609,-0.30879,0.57143,0.18262,0.56198,3.1566,0.46369,2.2223,0.51664,0.53632,0.50082,1.1384,0.00071339,132.93,2.3871,1.1848,3.2338,0.38704,4244.2,0.17347,3.0011,2.4971,-0.23441,0.68915,0.4642,-1.6596,0.39427,0.19226,-0.91905,1.5883,0.73084,0.41589,0.089625,0.76257,7.2425,0.54536,0.56541,1846.4,"Q4"
"MT0009117202",3.9611,29.315,1.574,463280,0.7801,4.2555,0.17604,0.93205,0.23397,4945.8,0.44243,15.378,1.2343,9.3572,1.3386,0.060115,4.5224,682.56,0.47989,22.901,0.26119,0.91601,0.23112,0.038461,4.5574,0.43244,4.9777,0.4148,6823.9,1,0.068223,1,0.054054,0.52769,3.9817,0.096801,4.3279,4014.5,177.96,1,4.675,1567.3,2.0495,2.6778,1.3085,0.066412,184.91,0.14053,0.29463,1,4,3.487,0.34628,0.17122,0.11711,0.1045,0.14022,3.1784,1.835,3.3399,0.32372,1.7505,0.26669,-0.8974,0,0.17769,-0.12388,3.2646,-0.22951,-6.9281e-16,0.1727,0.55572,0.50996,2.9861,0,254.71,0.65713,2.3865,2.4779,0.39759,4006.2,0.22581,2.0408,2.186,-0.85251,0,-0.016834,-0.26395,0.55159,0.2779,-1.2492,1.5212,-0.16456,-0.23141,0.081828,0.71444,5.6076,0.5564,-0.23192,1789.2,"Q2"
"MT0009169626",5.9602,20.068,3.5907,368190,0.79156,6.0726,0.09508,1.236,0.068603,3892.1,0.40986,20.304,0.8837,11.895,0.16628,0.050599,5.3814,604.69,0.41485,16.304,0,0.96423,0.20079,0.047745,2.1738,0.42977,5.7612,0.59462,4510.7,2.117,0.053768,2.3362,0.21951,0.44589,4.6302,0.08159,4.5703,3808.7,93.818,2.4459,5.552,861.31,1.3658,0.86505,1.0688,0.05691,461.88,0.10528,0.26458,2.1079,7,4.4191,0.024517,0.1638,0.08335,0.047109,0.15622,3.3854,1.0347,4.0052,0.66215,0.8314,0.25364,-1.0193,0.375,0.18203,0.1551,2.7379,0.32642,0.2784,0.47911,0.60334,0.50254,0.46558,0.0037476,40.716,1.3861,0.84314,2.1233,0.4148,3100.5,0.1821,2.8504,1.8729,-1.8501,0.047619,-0.59902,-0.325,0.47107,0.26452,-0.89487,1.6011,0.079995,0.043755,0.049549,0.78338,7.0936,0.54126,0.40301,922.43,"Q3"
"MT0009182700",9.3272,3.9982,2.7344,101910,1.0626,6.2116,0.067118,1.3842,0.038394,4607.4,0.34644,-0.26716,1.8256,13.391,0.44584,0.044163,3.553,272.07,0.31724,20.256,0.16074,1.3483,0.28002,0.064125,3.0006,0.35394,6.4544,0.60197,5434.2,1.9607,0.043518,3.0654,0.17778,0.36245,5.4126,0.066058,6.1485,4402.9,157.25,1.379,5.8075,974.28,1.5683,1.166,0.7836,0.067931,582.33,0.057133,0.25169,2.4864,7,4.6567,0.20167,0.20103,0.11584,0.034935,0.15425,4.0993,1.2568,3.8285,1.29,2.0234,0.24063,0.059784,0.5,0.19162,0.37796,3.6838,0.1982,0.20724,0.2633,0.52854,0.41374,1.5776,0.004306,271.61,1.1827,1.8508,3.4501,0.33508,3887.5,0.13425,2.873,2.5118,-0.90974,0.27941,0.57025,-0.12495,0.38846,0.1544,-0.67196,0.89322,0.51626,0.35648,0.10652,0.74096,6.7565,0.45849,0.50469,1740.6,"Q3"
"MT0009185069",7.7686,-6.0958,4.6432,53618,1.6908,9.3366,0.15317,2.0934,0.16557,3574.4,0.35821,-3.3278,4.745,12.104,0.33256,0.084911,5.3388,1010.8,0.34086,20.92,0,1.9857,0.52741,0.072352,0.90295,0.36219,6.5906,0.41038,4291.1,1.8343,0.091786,2.3333,0.088889,0.29254,5.718,0.14784,6.1421,5492.5,230.62,1.1868,8.5319,1784.4,2.3554,0.19963,0.63505,0.090461,599.73,0.13353,0.36382,1.3678,9,4.8678,0.078764,0.25733,0.084682,0.021381,0.10765,4.7228,1.5073,4.554,2.8941,0.23279,0.21483,-0.54572,0,0.24729,0.98964,3.678,0.71126,6.7571e-16,0.75013,0.39163,0.43083,0.23279,0.0017709,0,3.5039,0.87756,4.1316,0.36935,3071.1,0.31962,3.1943,3.0318,-0.63522,0.48404,1.6705,-1.4429,0.33332,0.18822,-0.55279,1.6633,1.2849,0.85866,0,0.65788,7.8221,0.54936,0.68537,0,"Q4"
"MT0009188643",2.7628,33.098,1.7556,3028900,0.5036,3.0261,0.30203,1.0891,0.25998,5683.8,0.44659,33.079,0.48163,6.8017,0.79814,0.058988,3.186,809.65,0.4431,13.09,0.56688,0.66818,0.15086,0.033365,4.2138,0.45455,4.7988,0.23488,6538.6,2.2277,0.054333,2.4201,0.16667,0.46246,3.9073,0.066493,4.2628,4919.1,153.35,1.555,4.9468,1788,1.187,1.4307,1.2335,0.047909,264.42,0.12709,0.21807,1.9271,6,3.8462,0.28494,0.18611,0.11044,0.12554,0.17119,3.3698,1.0027,3.5013,-0.36968,1.5298,0.29366,-0.91833,0.66667,0.16719,-0.025979,3.6487,-0.082248,-0.12754,0.26413,0.53581,0.48381,1.9954,0.013954,213.92,0.71342,2.2498,2.2189,0.53164,4675.7,0.23075,2.1199,1.7521,-1.8568,0.82801,-0.75488,-1.6612,0.52296,0.28001,-1.1339,4.6887,-0.12243,-0.12573,0.051596,0.73456,5.5329,0.66042,0.007647,1774.8,"Q1"
"MT0009202768",1.4102,28.49,1.0737,2208800,0.34036,1.7892,0.33253,0.5685,0.13949,5961.8,0.3992,28.537,0.55244,5.6713,1.4633,0.054908,2.2317,462.47,0.29623,11.982,0.50262,0.74323,0.13364,0.069205,4.1134,0.33292,5.9901,0.21457,6717.7,1.5,0.055619,1.5,0.058824,0.36145,5.908,0.053831,5.6832,5301.5,120.49,1.5,4.8625,1075.6,1.1618,2.695,0.60656,0.042222,793.75,0.075302,0.26242,1.5,3,4.9038,0.70097,0.21546,0.11546,0.41727,0.25464,4.0829,0.87061,4.1778,0.093833,0.23279,0.43609,-0.56272,0.2,0.20675,0.36171,2.5126,0.36486,-0.11078,0.28658,0.69982,0.46014,2.6272,0.0079276,100.75,0.73961,2.8769,3.1965,0.5207,5282.8,0.16435,3.2335,0.7014,-1.438,0.58951,-1.2266,-1.3307,0.38426,0.13718,-1.0614,1.7277,0.41617,0.35361,0.061899,0.75249,6.4453,0.70694,0.48973,1003.4,"Q1"
"MT0009208842",4.1627,31.392,2.7091,963710,0.47106,3.3039,0.16108,1.162,0.091583,4961.5,0.41124,32.505,0.35352,8.1803,0.23279,0.049978,3.8382,580.06,0.43785,15.181,0.31713,0.90527,0.1296,0.049049,3.3443,0.41398,5.427,0.30462,6105.3,1.7488,0.050218,3.3018,0.19048,0.4469,4.3715,0.073828,4.8054,4499.7,96.611,2.1566,4.9898,669.45,1.1865,1.3974,0.83843,0.040651,401.54,0.11053,0.2348,1.8562,6,4.1982,0.13861,0.15632,0.10152,0.15432,0.19515,3.4944,0.83748,3.8992,-0.0048767,1.7626,0.33501,-0.93822,0.55556,0.15519,0.0032187,2.4078,0.33301,0.6351,0.41273,0.68414,0.48033,1.1972,0.0084127,144.4,0.77676,1.3099,2.313,0.48434,4463.9,0.17144,2.0137,1.1118,-1.7817,0.47866,-0.78498,-0.04487,0.47078,0.26016,-0.93913,1.1722,-0.083802,0.087903,0.061806,0.77768,5.5949,0.67815,0.078001,2037.1,"Q1"
"MT0009213083",4.5858,24.85,1.161,884500,0.76773,4.3318,0.24809,0.74126,0.28103,4851.4,0.41932,27.148,1.4836,9.7383,2.0286,0.077527,5.2734,994.93,0.44228,13.323,0.31742,0.90236,0.30768,0.061221,2.8426,0.40347,5.0875,0.44754,5866.3,1.5362,0.072909,3.0234,0.13333,0.48191,4.1811,0.082766,4.3291,4591.5,238.74,2.3927,4.9778,2545.5,1.8065,2.5619,1.2069,0.062391,229.84,0.1619,0.28269,1.9019,4,3.8162,0.57297,0.19498,0.088132,0.080444,0.16438,3.2419,1.5795,3.42,0.40825,0.53209,0.26868,-0.1302,0.5,0.18434,-0.07837,4.6562,-0.10671,0.7051,0.21531,0.52454,0.44397,2.2614,0.0026729,93.937,1.9063,2.1498,2.0123,0.44034,4104.8,0.28261,2.3174,2.1479,-0.49074,0.82323,-0.44946,-0.090431,0.47637,0.18565,-0.55585,4.313,-0.053627,-0.012105,0.032838,0.63205,5.8204,0.60824,-0.033519,1348.3,"Q1"
"MT0009217411",1.7845,26.825,1.1095,1443000,0.52837,2.7901,0.32171,0.80725,0.28388,6332.1,0.48153,25.732,0.75128,5.292,1.8956,0.07848,3.2781,793.26,0.47046,25.933,0.59262,0.43083,0.27534,0.044994,2.5751,0.42997,4.766,0.2723,7081.1,1,0.05499,1,0.083333,0.46978,4.0705,0.07181,3.995,5008.8,207,1,5.3298,2143.9,1.2214,2.2957,0.83269,0.053985,459.8,0.16172,0.21771,1,4,3.737,0.5166,0.16204,0.13638,0.16821,0.19187,3.4687,1.1246,3.3756,-0.20489,0.59861,0.31968,-0.61352,0,0.12815,-0.10422,4.1325,-0.21108,1.4343e-14,0.22681,0.57635,0.51341,1.8623,0.0075207,142.47,1.3797,2.6059,2.1162,0.52516,5202.1,0.27105,2.1004,2.0728,-0.64185,1,-0.83788,-1.0085,0.43453,0.2692,-0.6747,3.3646,0.022364,0.26953,0.075539,0.57714,4.8622,0.70064,-0.08943,850.5,"Q2"
"MT0009220462",5.3626,12.925,1.9788,696620,0.38518,3.2425,0.16787,1.0254,0.078376,5146.2,0.26049,17.537,0.48866,8.7221,0.73163,0.03514,2.3218,298.15,0.32822,15.627,0.23999,0.986,0.12558,0.054001,1.739,0.3098,7.3934,0.35737,6410.3,2.2275,0.044418,2.2513,0.27273,0.32144,5.0146,0.054979,5.7604,4122.9,169.18,5.2965,5.1858,2345.7,1.312,1.5637,0.75699,0.040832,335.53,0.11858,0.26389,2.7666,6,4.8526,0.31699,0.1622,0.079605,0.17164,0.17372,3.8348,1.0016,4.1886,0.075475,1.3635,0.29963,-0.26836,0.5,0.17729,0.72329,3.7497,0.65232,1.3516,0.74848,0.68707,0.34624,1.43,0.0040168,78.701,1.2739,1.2895,2.87,0.49883,4514,0.11048,3.2471,0.94775,-1.2125,0.18268,-1.344,0.016822,0.34748,0.20078,-0.72727,4.8365,0.59696,0.76204,0.095559,0.86764,8.1308,0.66721,0.59377,799.66,"Q3"
"MT0009253118",2.2763,31.735,1.0508,1908000,0.39256,2.8074,0.24039,0.72626,0.14417,6229.1,0.52118,29.935,0.33168,6.5363,0.66512,0.037491,2.9136,579.56,0.56005,0,0.49739,0.68128,0.094551,0.02548,3.5115,0.43971,4.2314,0.23039,6864.5,0,0.038397,0,0,0.58396,3.5205,0.053913,3.5908,0,83.711,0,4.6131,697.58,1.0355,1.2643,0,0.039881,0,0.09497,0.21682,0,4,3.3297,0.53842,0.12047,0.11732,0.25914,0.2011,2.8557,0.78324,2.923,-0.30324,0.39907,0.36494,-2.3019,0,0.11584,-0.22685,1.9597,-0.19879,0,0.16171,0.73862,0.60782,1.3302,0.015266,0,1.4421,1.8074,1.6064,0.52207,5329.7,0.16626,1.3281,0.97272,-2.2379,0,-0.97022,-2.1885,0.58789,0.32341,-1.6631,1.0851,-0.36023,-0.21085,0,0.46907,4.2872,0.70004,-0.25263,0,"Q2"
"MT0009289348",4.0167,23.997,2.022,1031500,0.76887,3.3579,0.20124,0.96045,0.17009,5776.7,0.31095,23.804,2.0492,8.213,0.43233,0.070702,4.4486,1070.1,0.20724,10.451,0.42126,1.3607,0.24419,0.10357,2.4747,0.32791,6.3951,0.47559,6409.4,1.3788,0.075294,1.5606,0.11765,0.24682,6.5731,0.090825,6.1193,4504.6,151.44,4.1497,5.1751,1404.3,1.9822,1.3308,0.77111,0.087048,622.26,0.16111,0.35244,1.2942,5,6.0584,0.31081,0.2002,0.053425,0.16581,0.1851,4.3447,1.4342,4.6264,0.50705,1.9288,0.29751,-0.35265,0.66667,0.19545,1.0122,3.2701,0.98226,1.7606,0.61935,0.60266,0.34435,1.6628,0.0040704,65.148,1.2717,1.7497,3.5571,0.45703,5306.3,0.29707,2.8907,1.8561,-0.60225,0.55248,0.03234,-1.1183,0.343,0.098258,-0.98466,2.1209,0.81363,0.42185,0.11217,0.725,7.517,0.5793,1.4406,1564.6,"Q4"
"MT0009293226",3.389,34.384,1.84,1105800,0.29632,2.898,0.15423,0.80526,0.089156,5312.3,0.53895,34.408,-0.975,7.2737,0.16628,0.031342,3.445,410.88,0.48208,0,0.37122,0.51192,0.12853,0.025847,4.1469,0.45376,4.2499,0.28206,6926.8,0,0.035888,0,0,0.54218,4.1252,0.05926,4.0689,0,70.397,0,4.2291,459.51,0.80674,0.56561,0,0.037324,0,0.080894,0.21984,0,5,4.1167,0.32838,0.12472,0.08978,0.20396,0.18047,3.1002,0.67832,3.3598,-0.10558,1.6961,0.35379,-2.2971,0,0.11818,-0.12834,1.9193,-0.08774,0,0.38147,0.72869,0.55751,1.8956,0.0077358,7.0694,-0.26168,1.4878,1.456,0.51047,4011.6,0.11816,1.6205,1.1649,-3.3795,0,-1.9349,-1.1369,0.51338,0.36334,-1.4121,0.71172,-0.38102,0.00097215,0.0082095,0.69012,5.4305,0.70412,-0.069217,347.99,"Q2"
"MT0009346128",4.9697,23.103,2.1948,579240,1.4306,9.1183,0.13027,1.2238,0.12443,4061.2,0.4261,23.58,0.91089,13.141,0.46612,0.098066,4.722,950.68,0.44638,22.968,0,1.6105,0.31825,0.059785,3.0139,0.41643,5.2162,0.45894,4445.2,1.5,0.080702,1.5,0.06383,0.51897,4.2459,0.074856,4.3914,4018.3,148.5,1.5,6.1215,1295.2,2.3337,1.3656,1.1776,0.080407,689.64,0.18181,0.28193,1.5,7,4.3914,0.29358,0.17194,0.098054,0.017858,0.13924,3.2223,1.7126,3.5547,0.070844,1.6314,0.24979,-0.35392,0.14286,0.19001,-0.068403,3.5664,0.14549,0.68097,0.34249,0.50359,0.47613,1.8312,0.0084003,114.2,0.84453,1.8211,3.1889,0.38353,3457.8,0.25996,2.2412,2.6757,0.68254,0.29474,-0.53916,-1.0555,0.49056,0.20651,-0.5469,2.0364,0.052982,0.17281,0.09154,0.56582,6.114,0.47975,0.32712,586.15,"Q2"
"MT0009348908",2.9282,29.709,1.9228,1353500,0.32127,2.5842,0.19583,0.98581,0.079733,5631.9,0.48801,27.383,0.45129,6.55,0.2993,0.047842,2.6746,450.73,0.47004,3.2198,0.36597,0.82387,0.098579,0.031216,1.9731,0.45212,4.6439,0.2249,6435.4,1.5,0.051041,1.5,0.09375,0.49835,4.0348,0.046566,4.1859,4499.7,90.937,1.5,5.39,742.28,1.0892,1.1645,1.7988,0.038668,410.9,0.10241,0.25416,1.5,6,4.1213,0.35637,0.14824,0.18664,0.19197,0.19952,3.278,0.74666,3.6689,-0.63267,1.164,0.36412,-0.91316,0,0.14108,-0.18583,2.7113,-0.15328,-0.29195,0.53841,0.69011,0.439,1.297,0.0038888,246.78,1.3653,2.4422,1.902,0.46183,5115.9,0.13593,1.7377,1.0897,-1.9726,0.17387,-1.0121,-0.74788,0.43454,0.25833,-0.90126,1.3722,-0.083693,0.070668,0.073885,0.62857,4.7863,0.69277,-0.23932,1502.3,"Q2"
"MT0009368615",4.6837,17.307,2.1218,597180,0.5568,3.6757,0.15354,1.2323,0.073349,4352.5,0.40571,17.509,0.91019,9.1442,0.2993,0.0455,3.8115,490.13,0.4336,19.997,0.042977,1.322,0.19922,0.05763,2.5082,0.39572,5.4429,0.4422,4955.7,2.0157,0.055222,2.3953,0.17391,0.46594,4.2201,0.055928,4.6875,3890.5,193.71,5.614,8.7274,1407.2,1.6138,0.93159,1.1978,0.052916,385.53,0.11049,0.30331,3.1804,7,3.8733,0.27027,0.18562,0.11527,0.11841,0.1764,3.4359,0.96369,3.4988,0.42923,1.6628,0.29045,-0.71333,0.66667,0.18365,0.19775,3.6068,0.3602,2.0676,0.51148,0.63708,0.53136,1.563,0.0016756,158.7,0.44388,1.6947,2.755,0.43566,3408.4,0.27394,2.4044,1.4064,-1.6853,0.13338,-1.3136,1.5245,0.48623,0.16528,-0.55557,0.74026,0.14174,0.14527,0.12522,0.66011,5.859,0.60927,0.29737,1840.2,"Q3"
"MT0009378909",4.8529,21.778,1.9438,572290,0.62045,3.9892,0.12212,1.0752,0.094626,5429.3,0.32063,24.13,0.96111,8.6047,0.59861,0.056018,4.125,653.43,0.30919,19.484,0.43641,0.76641,0.24073,0.052193,3.2774,0.42137,6.51,0.40882,6124.1,1.8722,0.061865,4.5056,0.28889,0.34829,5.509,0.060583,5.8264,5004.2,170.6,6.2998,4.7833,2670.5,1.368,1.597,0.84839,0.065077,285.54,0.12263,0.21441,1.8189,6,4.6748,0.40811,0.1915,0.086969,0.098228,0.17996,4.257,1.1942,4.1438,0.27669,1.6295,0.30363,-0.51644,0,0.18723,0.39454,3.3625,0.27683,2.0331,0.47865,0.63254,0.54976,1.9954,0.0070395,237.43,0.82226,2.6998,3.2172,0.43635,3907.2,0.17143,2.7279,1.6178,-0.96851,0.88943,-0.31415,-2.4491,0.43128,0.22185,-1.0639,7.2009,0.26205,0.15039,0.066187,0.72154,7.1923,0.59978,0.44429,998.34,"Q1"
"MT0009385684",5.7504,12.506,3.0434,84051,0.91203,4.546,0.12501,1.5675,0.16794,4810,0.43473,13.844,2.5162,9.0721,0.13302,0.080284,16.554,964.6,0.41479,23.653,0.35391,1.0754,0.27526,0.058759,1.6052,0.35786,5.1634,0.64912,5121,3.2203,0.076279,6.7498,0.30303,0.34907,4.5781,0.16651,4.737,3598.9,87.587,5.4951,6.4296,574.89,1.7053,0.76524,0.73804,0.073522,450.32,0.14759,0.48985,2.4401,8,4.1058,0.2027,0.19988,0.089726,0.070962,0.10764,3.9311,1.332,3.7417,2.1091,1.1972,0.27959,1.0811,0.375,0.18137,0.50845,2.9075,0.04597,1.7168,0.50116,0.50576,0.34438,0.8314,0.00014495,136.99,1.5954,0.83887,2.6715,0.39438,3199.4,0.27594,2.4054,1.7054,-0.8199,0.42656,1.6956,0.73784,0.42004,0.22776,0.26445,0.83148,0.14153,0.10056,0.12382,0.6383,5.01,0.65441,-0.060615,1448.8,"Q3"
"MT0009421924",3.4012,35.374,1.3467,1843700,0.47084,2.9824,0.24912,0.95842,0.15748,5311.6,0.53976,35.114,-0.019778,7.4602,0.99768,0.044479,3.132,697.67,0.54318,11.702,0.37547,0.86773,0.12312,0.040672,4.1469,0.45157,4.0758,0.29607,6548.2,2,0.052765,1.0881,0.12903,0.56956,3.5239,0.047823,3.682,3616.5,113.2,1.8672,4.7391,934.68,1.3841,1.6968,0.68679,0.058038,569.37,0.11798,0.19987,1.9006,5,3.2562,0.439,0.1284,0.13402,0.19532,0.19397,2.8505,1.076,2.9188,-0.12673,0.79814,0.40613,-1.4657,0.33333,0.1169,-0.16746,2.53,-0.18607,0.69282,0.2581,0.69924,0.60252,1.43,0.012437,153.32,0.52454,3.8978,1.4136,0.48283,4686.8,0.20784,1.4426,1.2032,-1.6357,0,-1.0351,-0.72162,0.58726,0.17814,-1.1491,2.3163,-0.33225,-0.33651,0.046921,0.56596,4.3797,0.64326,-0.23175,1377.3,"Q2"
"MT0009437817",5.8682,17.801,2.5402,451910,0.91056,6.7943,0.11009,1.2684,0.095262,4617.4,0.33301,21.469,1.2942,11.46,0.46558,0.070856,5.299,751.29,0.3392,14.827,0.12417,1.1454,0.2975,0.048894,2.1403,0.42218,6.8037,0.47384,5210.4,1.5284,0.065147,1.6265,0.125,0.41726,5.0537,0.076249,5.2805,4462.4,140.1,1.4531,5.4106,1427.7,1.7668,1.2976,0.78726,0.074929,138.8,0.13724,0.29622,1.5909,6,4.749,0.19151,0.19528,0.08049,0.035017,0.15314,3.4985,1.4329,4.0362,0.70933,1.5298,0.2791,-0.44244,0.4,0.21646,0.32417,3.6238,0.40024,0,0.41022,0.56508,0.45612,1.4965,0.0012255,130.56,1.4966,1.363,3.0689,0.36419,3259.3,0.20918,3.5328,1.8446,-1.6067,0.30342,-0.22597,-0.03468,0.43729,0.24552,-0.69085,2.5379,0.26622,0.1657,0.072507,0.82222,8.1883,0.58889,0.4054,1752.7,"Q3"
"MT0009521580",5.0786,24.598,2.471,283570,0.79683,5.1289,0.060905,1.02,0.076615,3935.5,0.45506,24.063,1.0884,8.4402,0.26605,0.06858,8.9554,630.89,0.42315,23.045,0.053119,0.82324,0.38801,0.043343,3.4111,0.4363,5.0224,0.36698,5106.4,2.4373,0.057488,2.1664,0.31429,0.48431,4.606,0.078346,4.5158,4310.5,133.26,2.7925,5.1077,1400.5,1.2363,1.1312,0.92532,0.05635,382.3,0.1096,0.25004,2.951,6,4.0281,0.11429,0.1698,0.074756,0.076048,0.12008,3.2633,1.0301,3.5689,0.63312,2.2614,0.31766,0.013951,0.28571,0.18361,0.20227,3.3217,0.10917,1.079,0.32549,0.55332,0.57628,1.8291,0.0039509,90.133,1.2289,1.1639,2.4989,0.42393,3092,0.17407,2.2331,2.5462,-1.6259,0.52928,-0.036294,-0.2345,0.53181,0.25287,-0.6108,2.6268,0.13587,0.0069096,0.097762,0.82486,5.9926,0.64846,-0.089662,944.08,"Q3"
